Title,Company,Location,URL,Description,Tags,Salary,Source,Scraped At
Senior Product Designer,ProblemShared,Remote,https://uk.indeed.com/rc/clk?jk=f47410693abfe1bc&bb=3zrHdXyvD1BdOmZebIe94jbjrNvO3-PhoRClDHDvdc1eqb8Ljg9975MUmkpCDMg1uKjXVN-tgNrpeu24kuZuvo_2TKcx0IY_gMN8ov1o_6Kz-qRVplzc81Z9ebYIFVRTEpTgGbtLsekCbC1M9zhDg44weQEH0b4ZRUjgVawo_WTztR5ptbTjXhpqXkpkfYiFYE9-z0evFG05xc5MUSI7mnMaYCKheZ46qKCLPaK3R15lsFv5B2zmtw%3D%3D&xkcb=SoBb67M3iNMNlKzDaJ0RbzkdCdPP&fccid=93f1e8b85d55b610&vjs=3,"Workpattern: Monday - Friday, 40 hours per week (full time). Experience as a product designer, ideally within a start-up or scale-up environment.","Sabbatical,Company pension,Paid volunteer time,Private medical insurance,Company events",,indeed_uk,2026-06-05 23:31:16.682305+00:00
Member of the Audit & Risk Assurance Committee,Methodist Church,Remote,https://uk.indeed.com/rc/clk?jk=a40e65c742627846&bb=3zrHdXyvD1BdOmZebIe94qYdd0F8TzzLY13NSfGywDPsEmYuaFiG57KzKZLJ0Te6Bs9rUxKilByXlcljgcUCI8enHUj6L10Y6AcljrGXbpSSZo-Rh0jkJw4Yoz0SryhNtp4r0Z4vf-4zd4u-k2bDxrUpjtDkooP8Q7QD7VYhvwOavSBjiGcaOOWxBtnmxmLjRa22IoDNzlOkOoognYBDpnW06hPRtf_GSmxhgoZkMKgdUB6Jj-Mqtg%3D%3D&xkcb=SoDG67M3iNMNlKzDaJ0SbzkdCdPP&fccid=db19878d8cd45f76&vjs=3,"Have a background in risk, finance or audit. Have a lived understanding of the day-to-day life of the Church (for example as a minister or lay person at church,…",,,indeed_uk,2026-06-05 23:31:16.629408+00:00
Principal Data Engineer - PerfectScale by DoiT,DoiT,Remote,https://uk.indeed.com/rc/clk?jk=b42b6c3604f7c4bb&bb=3zrHdXyvD1BdOmZebIe94onPileTKujAHDe05LXGmw8HCKJ60easg3JB2RXPTPWqs25vGvGtVBD6rMg2nza-CYOPUqQrBPXkUprRM2SyfxfyTj1RccEaMkVZPjW3NK2EcsFx3bWXLXnEVNl4Hj7aJ3zznMeI2SOswp-3uJYqKDikNQJ4_PW_TTMpJ3a8OlZJMP3I23YKdWRlj-lnDXpHGzsPVa4TO9djMesNwsuOfUYGI2zRNWijtg%3D%3D&xkcb=SoBy67M3iNMNlKzDaJ0TbzkdCdPP&fccid=df2b74c75147a185&vjs=3,"Experience: 8+ years of backend engineering experience, with 3+ years architecting high-load systems or data pipelines in a production environment.","Unlimited paid holidays,Flexible schedule",,indeed_uk,2026-06-05 23:31:16.564718+00:00
Electric Network Operations Manager (Electric Networks),ESP Utilities Group,Remote,https://uk.indeed.com/rc/clk?jk=7b337e57218e6190&bb=3zrHdXyvD1BdOmZebIe94kQOClhckv1cn0HJR9WaHSkeZ3TrWbgnCjdtJVC4bh8RkGG4zXrjNRQbZO6Q0vhl8vU485OkNNC_sUZtRypaJOZrsWFI3X1iE643rYrPpyAiK4pQgvcc5zTAJC8djJ0rxpOdodUOjDnN2fpO9w3_KSLi7ohtGDqfUCG85kerYkEC84LuSIZbEWAFs1sDdeD2URQiMVKzlKGCTXHg5rAhsoee320nX4bn8Q%3D%3D&xkcb=SoCb67M3iNMNlKzDaJ0cbzkdCdPP&fccid=6d51a94d7db16e1d&vjs=3,Act as authorising officer and control engineer to undertake switching activities. Manage external service providers under COMA agreement or contractual…,,,indeed_uk,2026-06-05 23:31:16.492344+00:00
DevEx Engineer,RWS Group,Remote,https://uk.indeed.com/rc/clk?jk=81f75a51cd8ec879&bb=3zrHdXyvD1BdOmZebIe94gCn2JkSlkLIJLpPkwqfoG7JjeBv6cABuftJlhbcfWQbniw-wnh_iXbvceDoUjlqT8rkDzv2EYyfkqNx8EyFAecCJw4ZnNnyrQ6IaIg7Isbs3ECZWCAuR6FwVbxeT5zXVwFTC8r_d4Y5uRPRky0yMPujFrrKz5jUVHDuJvAmz3MXGuFS2PanMm09F8UiHXmxfxsoWhhl-zXHWhwYXgj4-XxCROSTYW3nNA%3D%3D&xkcb=SoAv67M3iNMNlKzDaJ0dbzkdCdPP&fccid=42902ed7252fb8a2&vjs=3,Experience with observability or engineering analytics tooling. Experience with developer productivity or DX metrics platforms.,,,indeed_uk,2026-06-05 23:31:16.448365+00:00
"Senior Solutions Architect, AI / Core DevOps - EMEA",GitLab,Remote,https://uk.indeed.com/rc/clk?jk=8f6d75a06c13f4a4&bb=3zrHdXyvD1BdOmZebIe94hmpcv-Jb7GKu9tTZXtMuXty31sxS29yID5XgfxZ2zKg0ckKpPHthVYrLsZqDErBAjkq10z20RphCvrzHS-0Iw0z0aS80CJXTZqVQbWDpWJ6604Dm1aFBsujrDFPYZZE7aA2s8eLKTOdaLogorPt3zt7a894w8E9bP27X7HH8JScdVY1BXFi6N1uCaOT5TPOz2bEGE4L1ud9m_SZXKitguXfJ8vL-YOYGA%3D%3D&xkcb=SoCy67M3iNMNlKzDaJ0ebzkdCdPP&fccid=d8c987644cc029b0&vjs=3,"Significant experience in software development, DevOps , platform engineering, solutions architecture, or a closely related technical field.","Employee stock purchase plan,Annual leave",,indeed_uk,2026-06-05 23:31:16.385200+00:00
"Senior Product Manager, AI Platform Management",GitLab,Remote,https://uk.indeed.com/rc/clk?jk=be4b6b212419a062&bb=3zrHdXyvD1BdOmZebIe94hHeAg1Gfp_i90wFVHLh_FmVwxYHp5QQZMdhAJ3Ug3wRhUafMk2LsLTeDtNTLZbD4baKaXcmEz7xBf38T2aBlouiVnWJRDGCpl2qJkMZIwHkd4t8QBxDPiRlnjt-vp5AWh1FOs7go7_0np3e6Tx19Zlfax7ntlGBtjc0ij0uRELpSvTUw9VOSCWIt4avvnLmVUAIgyjWTx8hPZyonLizAEpY1oCES5mwgQ%3D%3D&xkcb=SoAG67M3iNMNlKzDaJ0fbzkdCdPP&fccid=d8c987644cc029b0&vjs=3,"Openness to candidates with transferable product experience from adjacent platform or infrastructure domains, especially where AI , governance, or administrative…","Employee stock purchase plan,Annual leave",,indeed_uk,2026-06-05 23:31:16.337471+00:00
"3D Artist, Horizon",Meta,Remote,https://uk.indeed.com/rc/clk?jk=d81d1d6e9fa22403&bb=3zrHdXyvD1BdOmZebIe94hTFVLAY1O_iSlyhGSxWH2QXjXU1Ry9BoCAgtVw8DLSR8E7_E1_omsfnGihxKEmKpfblwAeIFXezcaOhg6NZnXhH9NmWo1RpAVyOGXGGNKOBVbqV79EtYwXrV_4NNXKgVc7g5Ps6DttY33WFeZqhEu5NCrvxNeXAVxLQjStbNE955SQ5UgYnKb-reYGiBlAoIGVDTL6uCTP4Q3Z-hZ45_6w%3D&xkcb=SoCI67M3iNMNlKzDaJ0YbzkdCdPP&fccid=ba07516c418dda52&vjs=3,"Experience defining production methodologies or best-practice documentation that others adopt at scale. Experience on mobile platforms and/or VR platforms, with…",,,indeed_uk,2026-06-05 23:31:16.270688+00:00
Principal Software Engineer - Data Infrastructure,HubSpot,Remote,https://uk.indeed.com/rc/clk?jk=80cc54c35d261ae0&bb=3zrHdXyvD1BdOmZebIe94t97IuhtAiD30ZpxvU_zDPeJVjm30czsQBkLNOxmpjif0xhRhIw56qYviJ-rQWQhhNK0s7A0jIBz81j354NpiRMJJ9Y2cOj-Sz3-OjIwH9py-q2RkBcwQc6Eml7KBG8M6ZJf-ZiFgyyVG9SFNSz0b0txnrj7wYQ5PqvYLVhVV44ay0w-JtIA8h5146zkfo9HAUeceGad7gRWk7XSihx_ItVccMwfGGZRCw%3D%3D&xkcb=SoCh67M3iNMNlKzDaJ0abzkdCdPP&fccid=21bb811abc2058c6&vjs=3,"Deep experience building and evolving large-scale distributed systems, especially storage systems, data infrastructure, or foundational backend platforms.",,,indeed_uk,2026-06-05 23:31:16.205082+00:00
Technical Support Engineer,Yunex Traffic,Remote,https://uk.indeed.com/rc/clk?jk=f9c92d168994c3ec&bb=3zrHdXyvD1BdOmZebIe94pANRY9DzuC8GTOxyM9_zvb5rD1myEaq81QRcAS-dwP8HgnWN1exdtkNwsu1xeifx3oSeoV-oLachTPnrJEu52Yz5sKnliPoMqxVNg3goWyKB5MGfyljq9x-RmXlWJ_j9lVrTWFYaAmDRXEGBE0i3-bRsfxLARu6GlwmTSjpLGagvfv1roxQOdwI20pDZWb9-hgkvkWl6lq7ErZe-aIJa7WfTDvMLfD68Q%3D%3D&xkcb=SoAV67M3iNMNlKzDaJ0bbzkdCdPP&fccid=af1e55ccb2b63bc0&vjs=3,Must hold a full UK Driving License. Coach and mentor other engineers to support their professional development. Type of Employment: Full-time.,Company pension,,indeed_uk,2026-06-05 23:31:16.144122+00:00
