Title,Company,Location,URL,Description,Tags,Salary,Source,Scraped At
Research Engineer in the Center for Interdisciplinary Data Science and Artificial Intelligence (CIDSAI) - Dr. Pierre Youssef,New York University Abu Dhabi,"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/research-engineer-in-the-center-for-interdisciplinary-data-science-and-artificial-intelligence-cidsai-dr-pierre-youssef-at-new-york-university-abu-dhabi-4324179613?position=5&pageNum=0&refId=4XVSDY34HowjYkdpxpHzig%3D%3D&trackingId=ryA0AjvYZb9z7PlswygbAw%3D%3D,,Posted 2026-06-06,,linkedin_ae,2026-06-07 00:31:59.208792+00:00
AI Engineer - Airline Domain,HTC Global Services,"Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/ai-engineer-airline-domain-at-htc-global-services-4414913244?position=4&pageNum=0&refId=4XVSDY34HowjYkdpxpHzig%3D%3D&trackingId=83L9PlwD6opP%2FmbNZ7H6qw%3D%3D,,Posted 2026-06-06,,linkedin_ae,2026-06-07 00:31:59.140577+00:00
Full-Stack Developer,Blunt,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/full-stack-developer-at-blunt-4425148586?position=3&pageNum=0&refId=4XVSDY34HowjYkdpxpHzig%3D%3D&trackingId=6HDs0yx%2BJYI1V8Qz3H4VYg%3D%3D,,Posted 2026-06-06,,linkedin_ae,2026-06-07 00:31:59.066702+00:00
Senior Backend Engineer,Analog,"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/senior-backend-engineer-at-analog-4406602387?position=2&pageNum=0&refId=4XVSDY34HowjYkdpxpHzig%3D%3D&trackingId=qOfRKQ4PC1ty8pTLYdFuGg%3D%3D,,Posted 2026-06-06,,linkedin_ae,2026-06-07 00:31:58.996938+00:00
Full Stack Engineer (Remote),Hired,United Arab Emirates,https://ae.linkedin.com/jobs/view/full-stack-engineer-remote-at-hired-4424983097?position=1&pageNum=0&refId=4XVSDY34HowjYkdpxpHzig%3D%3D&trackingId=jLzMdp8hQaICoj9Gluji9Q%3D%3D,,Posted 2026-06-06,,linkedin_ae,2026-06-07 00:31:58.918907+00:00
